pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
1996,207,29,29033,221270,25720,NA,W,4116,44,NA,1,1,7,3,2,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,1,1,0,1794,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60192,4955,0.6302724520686176,0.02119071644803229,0.2343087790110999,0.06881937436932392,0.09081735620585268,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.023,116563,FALSE,TRUE,TRUE
1997,203,29,29100,156760,32560,NA,W,10020,65,NA,1,1,5,3,4,3,1,5,1,0,3,1,0,2,2,2,2,1,1,2,2,0,1003,2,1,1,NA,NA,NA,ROLLING MEADOWS,60008,3437,0.7291242362525459,0.00727378527785859,0.01832993890020366,0.23305208030258948,0.02211230724469013,65338,Rolling Meadows,0,0,6,1,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.977,91010,FALSE,TRUE,TRUE
1998,203,71,71071,245060,57510,NA,W,4260,107,NA,3,1,4,3,3,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1228,2,1,1,3,NA,1,CHICAGO,60630,3002,0.6335776149233844,0.00899400399733511,0.10026648900732844,0.21585609593604263,0.08261159227181879,14000,Chicago,0,0,1,0,0,0,PALMER,TAFT HS,6.917,82765,FALSE,TRUE,TRUE
1999,295,73,73093,670640,355770,NA,W,3067,29,NA,2,2,7,3,2,3,1,5,1,1,3,3,0,2,NA,2,2,3,2,1,1,0,3920,2,1,3,NA,NA,NA,CHICAGO,60614,3257,0.8394227817009517,0.00368437212158428,0.06079214000614062,0.09303039607000307,0.00614062020264046,14000,Chicago,0,0,4,0,0,0,PRESCOTT,LINCOLN PARK HS,6.89,157125,FALSE,TRUE,TRUE
2000,203,39,39020,133390,37800,NA,W,7560,62,NA,3,1,6,3,4,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1646,2,1,5,1,NA,NA,BRIDGEVIEW,60455,2141,0.7603923400280242,0.04343764595983186,0.00840728631480616,0.1644091546006539,0.04670714619336758,08225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,13.084,57857,FALSE,TRUE,TRUE
2001,211,71,71090,253020,63430,NA,T,4375,107,2,1,1,10,4,2,3,1,5,2,0,3,2,0,NA,NA,2,2,1,1,2,2,0,2572,2,2,2,NA,NA,NA,CHICAGO,60641,7859,0.5728464181193537,0.0255757729991093,0.03053823641684693,0.31683420282478686,0.10510243033464818,14000,Chicago,0,0,5,1,0,0,PORTAGE PARK,SCHURZ HS,6.894,76545,FALSE,TRUE,TRUE
2002,203,15,15030,146900,29130,NA,W,3150,106,NA,2,1,7,4,1,1,1,5,2,0,1,3,0,2,2,2,2,2,1,2,2,0,1540,2,1,5,1,NA,1,CICERO,60804,8099,0.0666748981355723,0.03531300160513644,0,0.8906037782442277,0.00740832201506358,14351,Cicero,0,0,1,0,0,1,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,52274,FALSE,TRUE,TRUE
2003,203,71,71430,194040,46500,NA,W,3720,73,NA,2,1,5,3,1,3,1,5,1,0,1,1,1,2,NA,2,2,3,2,2,2,0,1425,2,1,5,1,NA,NA,CHICAGO,60656,4789,0.7053664648152015,0.01106702860722489,0.06890791396951347,0.20526205888494467,0.01879306744623094,14000,Chicago,0,0,1,0,0,0,GARVY,TAFT HS,6.884772382397572,75601,FALSE,TRUE,TRUE
2004,203,72,72345,63430,20290,NA,W,3690,69,NA,2,1,4,3,1,3,1,5,2,0,1,2,1,NA,NA,2,2,3,1,2,2,0,1212,2,1,1,3,NA,NA,CHICAGO,60628,5973,0.00150678051230537,0.9675205089569732,0,0.00719906244768123,0.04754729616608069,14000,Chicago,0,0,1,0,0,0,"BROWN, R",FENGER HS,6.908,39231,FALSE,TRUE,TRUE
2005,206,72,72271,357110,46120,NA,T,4612,72,NA,2,1,8,4,3,1,1,5,1,1,3,1,1,2,2,2,2,3,1,2,2,0,2211,2,1,2,NA,NA,1,CHICAGO,60643,4100,0.5251219512195122,0.35048780487804876,0.01682926829268292,0.08292682926829269,0.03560975609756097,14000,Chicago,0,0,1,0,0,0,KELLOGG,MORGAN PARK HS,6.908,122727,FALSE,TRUE,TRUE
2006,211,77,77102,81460,23380,NA,O,1990,127,1,2,2,8,4,1,3,2,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1838,2,2,2,NA,NA,NA,CHICAGO,60624,2164,0.06608133086876156,0.9135859519408502,0,0.02033271719038817,0,14000,Chicago,0,0,1,0,0,0,BEIDLER,MARSHALL HS,6.913,13736,FALSE,FALSE,TRUE
2007,203,72,72432,183370,91500,NA,T,9150,68,NA,3,1,6,4,3,1,1,5,2,1,1,2,1,NA,NA,2,2,1,2,1,2,0,1654,2,1,1,3,NA,NA,CHICAGO,60655,2101,0.8895763921941933,0.01951451689671585,0.01380295097572584,0.07472632079961923,0.00475963826749167,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,119500,FALSE,TRUE,TRUE
2008,278,30,30053,239170,52750,NA,W,8793,37,NA,3,1,9,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,1,0,2772,2,1,2,NA,NA,NA,PALOS HILLS,60465,6149,0.7246706781590503,0.1133517645145552,0.02049113677020653,0.11270125223613596,0.05578142787445113,57394,Palos Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,11.823,56938,FALSE,TRUE,TRUE
2009,207,35,35090,233030,57150,NA,W,7620,37,NA,1,1,7,3,1,3,1,5,1,0,3,2,1,2,NA,2,2,3,1,1,2,121,1873,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,6919,0.7236594883653708,0.02630437924555571,0.15088885677120972,0.05969070674953028,0.07688972394854748,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.575,97969,FALSE,TRUE,TRUE
2010,203,12,12051,109100,55670,NA,W,13100,96,NA,2,1,7,4,1,1,1,5,1,0,3,2,0,NA,NA,2,2,3,1,2,2,0,1728,2,1,1,NA,NA,NA,FLOSSMOOR,60422,5669,0.35791144822720056,0.46004586346798376,0.00970188745810548,0.15628858705239018,0.02645969306756041,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.42,88225,FALSE,TRUE,TRUE
2011,206,24,24081,300910,58420,NA,T,6150,79,NA,3,6,7,3,3,1,1,5,1,2,3,1,1,2,2,2,2,3,1,2,2,0,2218,2,1,2,NA,NA,NA,SKOKIE,60076,6847,0.4198919234701329,0.10895282605520666,0.2433182415656492,0.17730392872791004,0.08923616182269607,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 73 1/2,COMMUNITY HIGH SCHOOL  219,10.506,53734,FALSE,TRUE,TRUE
2012,203,22,22031,149620,57750,NA,W,8250,66,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,1,1,0,1045,2,1,1,NA,NA,NA,DES PLAINES,60016,4894,0.7206783816918676,0.02595014303228443,0.105026563138537,0.10993052717613404,0.0596648957907642,19642,Des Plaines,0,0,1,0,0,1,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,90000,FALSE,TRUE,TRUE
2013,234,36,36041,166690,21280,NA,W,3870,59,NA,3,1,5,3,3,1,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1008,2,1,4,3,NA,NA,BURBANK,60459,5085,0.7058013765978368,0.0344149459193707,0.01986234021632251,0.22281219272369715,0.03421828908554572,09642,Burbank,0,0,2,1,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,57148,FALSE,TRUE,TRUE
2014,211,22,22111,608710,53120,AV,W,6250,60,6,2,2,25,10,1,3,1,5,2,0,3,6,0,2,NA,2,2,7,NA,NA,NA,0,5238,2,2,2,NA,NA,NA,PARK RIDGE,60068,3946,0.8091738469336036,0.00430816016218955,0.0476431829700963,0.0957932083122149,0.05575266092245311,57875,Park Ridge,0,0,6,1,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,FALSE,TRUE
2015,295,29,29080,173980,44420,NA,O,3291,43,NA,1,1,7,4,3,3,1,5,1,1,3,2,1,NA,NA,2,2,3,1,1,2,0,1984,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,7328,0.6252729257641921,0.01350982532751091,0.2667849344978166,0.06154475982532751,0.06577510917030567,65338,Rolling Meadows,0,0,2,1,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.398,111635,FALSE,TRUE,TRUE
2016,202,20,20080,153960,33750,NA,W,3750,96,NA,1,1,6,2,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,886,2,1,1,NA,NA,NA,ELMWOOD PARK,60707,5136,0.5112928348909658,0.0058411214953271,0.0212227414330218,0.4559968847352025,0.01129283489096573,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,43587,FALSE,TRUE,TRUE
2017,295,32,32230,187740,28860,NA,W,2624,23,NA,3,1,6,3,1,1,1,5,1,1,3,4,0,2,1,2,2,3,2,1,1,0,1801,2,1,2,NA,NA,NA,TINLEY PARK,60477,9088,0.2496698943661972,0.597931338028169,0.01155369718309859,0.12026848591549295,0.03510123239436619,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.105,77098,FALSE,TRUE,TRUE
2018,203,31,31210,190130,38080,NA,W,4914,91,NA,2,1,6,3,1,3,1,5,1,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1352,2,1,1,3,NA,2,BROOKFIELD,60513,3598,0.7584769316286826,0.02501389660922735,0.00305725403001667,0.21345191773207337,0,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84417,FALSE,FALSE,TRUE
2019,203,32,32130,22570,57550,NA,O,16445,64,NA,1,1,5,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1120,2,1,1,NA,NA,NA,MATTESON,60443,5380,0.12843866171003718,0.812639405204461,0.02973977695167286,0.02304832713754646,0.01226765799256505,47540,Matteson,0,0,5,1,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.749,49719,FALSE,TRUE,TRUE
2020,295,73,73093,509820,107060,NA,T,923,21,NA,2,1,5,2,2,3,1,5,1,1,1,2,0,2,2,2,2,3,2,1,1,0,2127,2,1,3,1,NA,NA,CHICAGO,60614,3421,0.8231511254019293,0.06810874013446361,0.05729318912598655,0.03332358959368606,0.03624671148786904,14000,Chicago,0,0,1,0,0,0,MAYER,LINCOLN PARK HS,6.89,155729,FALSE,TRUE,TRUE
2021,234,13,13210,158430,37400,NA,W,7875,56,NA,2,1,5,3,3,1,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1498,2,1,4,NA,NA,NA,TINLEY PARK,60477,5099,0.8115316728770348,0.0539321435575603,0.01941557168072171,0.11512061188468328,0,75484,Tinley Park,0,0,4,1,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,63191,FALSE,TRUE,TRUE
2022,203,75,75023,251880,56630,NA,W,3906,95,NA,2,1,6,3,1,3,2,5,2,1,1,1,0,2,NA,2,2,7,NA,NA,NA,0,1286,2,1,1,1,NA,NA,CHICAGO,60645,5348,0.5570306656694092,0.15893792071802543,0.0931189229618549,0.15388930441286464,0.07049364248317128,14000,Chicago,0,0,1,0,0,0,BOONE,MATHER HS,6.857803738317757,72572,FALSE,FALSE,TRUE
2023,211,15,15030,175140,38460,NA,W,4158,107,2,2,2,10,4,1,1,1,5,2,0,3,2,1,2,2,2,2,3,1,2,2,0,2694,2,2,2,NA,NA,1,CICERO,60804,5243,0.02212473774556551,0.01544917032233454,0.00724775891665077,0.9551783330154492,0,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,51086,FALSE,TRUE,TRUE
2024,203,38,38071,191490,50320,NA,W,9585,60,NA,3,1,6,3,4,3,1,5,1,0,3,1,1,2,2,2,2,1,1,1,2,0,1782,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60004,3378,0.9360568383658968,0.00177619893428063,0.02279455298993487,0.02190645352279455,0.03493191237418591,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,117772,FALSE,TRUE,TRUE
2025,204,16,16051,204880,48750,NA,T,8125,57,NA,2,1,7,4,1,1,1,5,1,1,3,1,1,2,2,2,2,3,2,1,2,0,1825,2,1,1,NA,NA,NA,DES PLAINES,60016,5250,0.7758095238095238,5.714285714285715e-4,0.10095238095238096,0.10742857142857144,0.03047619047619047,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.478,83876,FALSE,TRUE,TRUE
2026,278,30,30080,253220,72600,NA,W,13200,54,NA,2,1,10,4,3,1,1,5,1,1,3,2,2,2,NA,2,2,5,2,1,2,0,3235,2,1,2,NA,NA,NA,PALOS HEIGHTS,60463,4709,0.8549585899341686,0.03355277128902102,0,0.09386281588447654,0.03397748991293268,57381,Palos Heights,0,0,1,0,0,0,SCHOOL DISTRICT C C  118,CONSOLIDATED HIGH SCHOOL  230,10.101,83828,FALSE,TRUE,TRUE
2027,211,77,77101,7220,33840,NA,W,2880,104,3,2,2,15,6,1,3,2,5,2,0,3,3,0,2,NA,2,2,2,2,2,2,0,3125,2,2,3,NA,NA,NA,CHICAGO,60624,5772,0.02668052668052668,0.8172210672210672,0,0.15107415107415106,0.00502425502425502,14000,Chicago,0,0,1,0,0,0,MORTON,ORR HS,6.89,31888,FALSE,TRUE,TRUE
2028,206,74,74011,981230,265020,NA,W,2524,137,NA,3,1,8,3,3,3,1,5,1,1,1,2,2,2,2,2,2,7,NA,NA,NA,0,2855,2,1,2,1,1,NA,CHICAGO,60610,4770,0.7639412997903564,0.03878406708595388,0.10251572327044026,0.08029350104821803,0.0259958071278826,14000,Chicago,0,0,1,0,0,0,MANIERRE,LINCOLN PARK HS,6.89,122479,FALSE,FALSE,TRUE
2029,212,71,71070,433690,50240,NA,W,3140,108,6,2,2,16,8,3,3,2,5,1,0,3,6,1,2,2,2,2,7,NA,NA,NA,0,7194,2,2,2,NA,NA,NA,CHICAGO,60618,4909,0.33204318598492566,0.01629659808514972,0.10939091464656751,0.5198614789162762,0.04481564473416175,14000,Chicago,0,0,5,1,0,0,CLEVELAND,SCHURZ HS,6.901516611295682,60409,FALSE,FALSE,TRUE
2030,203,10,10022,284900,54330,NA,T,7494,28,NA,1,4,4,2,3,3,1,5,1,1,3,2,0,2,NA,2,2,3,1,1,2,0,1529,2,1,1,NA,NA,NA,BARRINGTON,60010,7280,0.7271978021978022,0.00357142857142857,0.18543956043956045,0.07486263736263736,0.01785714285714285,03844,Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.216,122931,FALSE,TRUE,TRUE
2031,211,71,71410,234440,70000,NA,W,4375,69,2,2,1,8,4,1,1,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2115,2,2,2,NA,NA,2,CHICAGO,60631,6872,0.8242142025611175,0.02371944121071012,0.01833527357392316,0.11044819557625143,0.04423748544819558,14000,Chicago,0,0,1,0,0,0,ONAHAN,TAFT HS,6.884772382397572,74201,FALSE,TRUE,TRUE
2032,203,31,31152,299790,58180,NA,T,6650,65,NA,2,1,7,3,1,1,1,5,1,1,3,1,1,2,2,2,2,3,2,1,2,0,1732,2,1,1,NA,NA,NA,LA GRANGE PARK,60526,4538,0.9484354341119436,0.00550903481710004,0,0.04385191714411635,0.00440722785368003,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,135208,FALSE,TRUE,TRUE
2033,278,38,38052,490150,117560,GD,W,14250,46,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,3620,2,1,2,NA,NA,NA,ARLINGTON HEIGHTS,60004,5310,0.8862523540489642,0.00772128060263653,0.04444444444444444,0.0615819209039548,0,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,83491,FALSE,TRUE,TRUE
2034,202,39,39310,97950,30510,NA,W,5085,66,NA,2,1,4,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,7,NA,NA,NA,0,676,2,1,1,3,NA,NA,EVERGREEN PARK,60805,4428,0.3453026196928636,0.3888888888888889,0,0.22831978319783197,0.06752484191508581,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,64102,FALSE,FALSE,TRUE
2035,203,72,72431,168290,37690,NA,W,3968,67,NA,2,1,5,3,1,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1181,2,1,5,1,NA,NA,CHICAGO,60655,1963,0.8889454915944982,0.0499235863474274,0.00152827305145185,0.04381049414161997,0.02343352012226184,14000,Chicago,0,0,1,0,0,0,SUTHERLAND,MORGAN PARK HS,6.908,98281,FALSE,TRUE,TRUE
2036,278,35,35060,264710,85530,NA,W,20125,31,NA,3,1,6,3,3,3,1,5,1,1,3,2,0,2,2,2,2,3,2,1,2,0,2217,2,1,2,NA,NA,NA,SCHAUMBURG,60193,5837,0.6153846153846154,0.03135172177488436,0.19307863628576324,0.13996916224087716,0.0342641768031523,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.295,81118,FALSE,TRUE,TRUE
2037,204,16,16010,269910,59310,NA,W,9125,71,NA,2,1,7,3,2,3,1,5,1,1,2,1,1,2,2,2,2,3,1,2,2,0,2359,2,1,5,1,NA,1,MOUNT PROSPECT,60056,4182,0.8275944524151124,0.02725968436154949,0.09110473457675754,0.05188904830224773,0.00430416068866571,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.576,87889,FALSE,TRUE,TRUE
2038,202,36,36060,85330,47590,NA,T,10020,70,NA,1,1,4,3,4,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,920,2,1,1,NA,NA,NA,BURBANK,60459,4270,0.6618266978922717,0.01967213114754098,0.01053864168618267,0.2756440281030445,0.06299765807962529,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63388,FALSE,TRUE,TRUE
2039,203,31,31020,155430,24060,NA,W,4375,64,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,4,1,2,2,0,1005,2,1,1,3,NA,NA,BELLWOOD,60104,5020,0.04880478087649402,0.7386454183266933,7.968127490039841e-4,0.20916334661354585,0.00318725099601593,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,52200,FALSE,TRUE,TRUE
2040,203,71,71050,223300,59910,NA,O,4132,99,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,1,2,2,2,3,1,2,2,0,1223,2,1,1,NA,NA,NA,CHICAGO,60625,6194,0.5027445915402002,0.01985792702615434,0.2286083306425573,0.1953503390377785,0.0826606393283823,14000,Chicago,0,0,5,1,0,0,PETERSON,MATHER HS,6.901516611295682,53529,FALSE,TRUE,TRUE
2041,234,31,31020,125990,27500,NA,T,5000,58,NA,3,1,6,3,3,1,1,5,1,0,1,1,1,NA,NA,2,2,4,1,2,2,0,1146,2,1,4,3,NA,NA,BELLWOOD,60104,5922,0.03917595406957109,0.6761229314420804,0.02043228638973319,0.2595406957109085,0.00945626477541371,04975,Bellwood,0,0,3,1,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,19.016,61484,FALSE,TRUE,TRUE
2042,206,23,23010,441010,203850,NA,W,15100,67,NA,1,1,7,4,3,1,1,5,2,1,3,2,0,2,NA,2,2,1,1,2,2,0,2233,2,1,2,NA,NA,NA,GLENCOE,60022,6421,0.8736956860302134,0.02055754555365208,0.03099205731194518,0.06930384675284224,0.01090172870269428,29652,Glencoe,0,0,1,0,0,0,SCH DISTRICT 35,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.481,194803,FALSE,TRUE,TRUE
2043,205,37,37021,62650,25860,NA,O,6897,78,NA,1,1,8,4,3,3,1,5,2,0,2,1,1,2,2,2,2,3,1,2,2,0,1650,2,1,2,3,NA,NA,DOLTON,60419,6330,0.0693522906793049,0.8759873617693523,0.00505529225908372,0.0372827804107425,0.02464454976303317,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  148,THORNTON TOWNSHIP HIGH SCHOOL  205,30.059,41653,FALSE,TRUE,TRUE
2044,203,77,77013,117070,31870,NA,W,3750,105,NA,1,1,6,3,1,3,1,5,2,0,1,1,1,2,2,2,2,7,NA,NA,NA,0,1460,2,1,5,1,NA,1,CHICAGO,60651,4487,0.01448629373746378,0.7243146868731892,0.01537775796746155,0.24582126142188543,0,14000,Chicago,0,0,1,0,0,0,HAY,ORR HS,6.89,47875,FALSE,FALSE,TRUE
2045,211,70,70080,87200,32700,NA,W,3634,98,2,2,2,10,6,1,3,2,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,1998,2,2,2,NA,NA,1,CHICAGO,60649,4249,0.0037655919039774,0.9757590021181456,0,0.0115321252059308,0.01788656154389268,14000,Chicago,0,0,1,0,0,0,BOUCHET,CHICAGO VOCATIONAL HS,6.88386464826358,47727,FALSE,TRUE,TRUE
2046,202,18,18070,125970,30250,NA,W,8645,57,NA,1,1,5,3,4,3,1,5,1,0,1,1,0,1,2,2,2,3,1,2,2,0,926,2,1,1,3,NA,NA,HANOVER PARK,60133,6608,0.1823547215496368,0.0263317191283293,0.01755447941888619,0.761047215496368,0.02058111380145278,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.557,63422,FALSE,TRUE,TRUE
2047,202,39,39080,112940,29320,NA,T,4888,114,NA,1,1,5,2,1,1,1,5,1,0,2,1,0,NA,NA,2,2,1,1,2,2,0,978,2,1,1,3,NA,NA,EVERGREEN PARK,60805,5352,0.5687593423019432,0.2529895366218236,1.868460388639761e-4,0.16573243647234678,0.02391629297458894,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71316,FALSE,TRUE,TRUE
2048,278,72,72282,172610,26390,NA,O,3519,14,NA,1,6,7,3,3,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,1,0,2440,2,1,2,NA,NA,NA,CHICAGO,60620,2018,0,0.9529236868186324,0,0.03815659068384539,0.01189296333002973,14000,Chicago,0,0,4,1,0,0,RYDER,HIRSCH HS,6.873317191283292,30052,FALSE,TRUE,TRUE
2049,204,71,71022,351120,191050,NA,W,11941,56,NA,2,1,7,3,1,3,1,5,1,1,3,2,0,2,NA,2,2,3,2,1,2,0,2137,2,1,1,NA,NA,NA,CHICAGO,60646,6516,0.6887661141804788,0.00751995089011663,0.16574585635359115,0.11832412523020258,0.0392879066912216,14000,Chicago,0,0,1,0,0,0,SAUGANASH,TAFT HS,6.901516611295682,123818,FALSE,TRUE,TRUE
2050,202,71,71150,99110,70360,NA,W,5629,110,NA,1,1,5,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,726,2,1,1,3,NA,1,CHICAGO,60634,3841,0.4983077323613642,0.02212965373600624,0.06430617026815934,0.4087477219474095,0.01301744337412132,14000,Chicago,0,0,1,0,0,0,REINBERG,SCHURZ HS,6.894,63111,FALSE,TRUE,TRUE
2051,202,72,72380,160900,35250,NA,T,3525,62,NA,2,1,4,2,2,3,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,897,2,1,1,NA,NA,NA,CHICAGO,60638,5341,0.5856581164575922,0.00355738625725519,0.00861261935967047,0.38944017974162143,0.0254633963677214,14000,Chicago,0,0,6,1,0,0,BYRNE,KENNEDY HS,6.934,96326,FALSE,FALSE,TRUE
2052,203,72,72200,120320,35000,NA,W,4375,70,NA,2,1,6,3,1,3,2,5,2,0,1,1,1,2,2,2,2,3,1,2,2,0,1498,2,1,5,1,NA,NA,CHICAGO,60652,6643,0.0490742134577751,0.6105675146771037,0.01249435496010838,0.2992623814541623,0.0555471925334939,14000,Chicago,0,0,5,0,0,1,HAMPTON,BOGAN HS,6.949,68241,FALSE,TRUE,TRUE
2053,234,30,30010,175810,41780,NA,W,7267,57,NA,1,1,5,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,1,1,1,2,0,1136,2,1,4,NA,NA,NA,HICKORY HILLS,60457,4123,0.8452583070579675,0.00945913170021828,0.01528013582342954,0.12442396313364056,0.00557846228474411,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,99306,FALSE,TRUE,TRUE
2054,202,37,37102,49720,19630,NA,O,5610,68,NA,1,1,5,2,2,3,1,5,1,0,1,1,0,2,2,2,2,4,1,2,2,0,895,2,1,1,3,NA,NA,LANSING,60438,4673,0.25144446822169914,0.5063128611170554,0,0.21634924031671304,0.05178686068906484,42028,Lansing,0,0,5,1,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,47844,FALSE,TRUE,TRUE
2055,205,71,71021,301320,79360,NA,T,4960,79,NA,2,1,7,3,1,1,1,5,1,1,3,1,1,2,2,2,2,4,1,2,2,0,1786,2,1,2,NA,NA,NA,CHICAGO,60646,4725,0.6960846560846561,0.03047619047619047,0.1073015873015873,0.14137566137566138,0.04952380952380952,14000,Chicago,0,0,1,0,0,0,EDGEBROOK,TAFT HS,6.884772382397572,105833,FALSE,TRUE,TRUE
